experiment_id,domain_size,GN,degree,objective_value,l2_approx_error,git_commit,timestamp,experiment_name,critical_points_count,x1,x2,x3,x4
minimal_4d_lv_test_GN=8_domain_size_param=0.1_max_time=45.0_20250929_202559,,,5,2.400085901602977,,a2eaaca17df6c35c2ef6bba141789b66c10e3e63-dirty,20250929_202559,,3,1.8682730672247216,1.4994805483811031,0.12107845019907505,0.08286238760862037
minimal_4d_lv_test_GN=8_domain_size_param=0.1_max_time=45.0_20250929_203505,,,4,2.2618793740512144,0.04,a2eaaca17df6c35c2ef6bba141789b66c10e3e63-dirty,20250929_203505,,3,1.8802549534328477,1.5103357761453695,0.09737844033120995,0.08209642317808842
minimal_4d_lv_test_GN=8_domain_size_param=0.1_max_time=45.0_20250929_203505,,,4,2.2517613171054394,0.04,a2eaaca17df6c35c2ef6bba141789b66c10e3e63-dirty,20250929_203505,,3,1.8855248305098937,1.503833167463122,0.09690517609644177,0.11417410597474927
minimal_4d_lv_test_GN=8_domain_size_param=0.1_max_time=45.0_20250929_203505,,,4,2.2435268014598098,0.04,a2eaaca17df6c35c2ef6bba141789b66c10e3e63-dirty,20250929_203505,,3,1.872715907236927,1.4984531200146158,0.09885213853045563,0.10925025730568765
minimal_4d_lv_test_GN=8_domain_size_param=0.1_max_time=45.0_20250929_203505,,,5,2.2561851363117214,0.05,a2eaaca17df6c35c2ef6bba141789b66c10e3e63-dirty,20250929_203505,,3,1.8645393000448944,1.5069305584666752,0.10396509516147326,0.09008702386350805
minimal_4d_lv_test_GN=8_domain_size_param=0.1_max_time=45.0_20250929_203505,,,5,2.2389682756814713,0.05,a2eaaca17df6c35c2ef6bba141789b66c10e3e63-dirty,20250929_203505,,3,1.873170917061678,1.4949424267780416,0.0935786388278013,0.08318723746235163
minimal_4d_lv_test_GN=8_domain_size_param=0.1_max_time=45.0_20250929_203505,,,5,2.22653550310051,0.05,a2eaaca17df6c35c2ef6bba141789b66c10e3e63-dirty,20250929_203505,,3,1.8667586091209118,1.4875148309445512,0.10656515264090986,0.11774146444095272
minimal_4d_lv_test_GN=8_domain_size_param=0.1_max_time=45.0_20250929_204236,,,4,4.992730586454898,0.04,a2eaaca17df6c35c2ef6bba141789b66c10e3e63-dirty,20250929_204236,,3,1.8627115382261652,1.4916784271554833,0.08663339054085233,0.10814260166571688
minimal_4d_lv_test_GN=8_domain_size_param=0.1_max_time=45.0_20250929_204236,,,4,5.178789934662934,0.04,a2eaaca17df6c35c2ef6bba141789b66c10e3e63-dirty,20250929_204236,,3,1.8846595445541505,1.5199787658060588,0.10231750113672114,0.11121384376636895
minimal_4d_lv_test_GN=8_domain_size_param=0.1_max_time=45.0_20250929_204236,,,4,4.973188057229814,0.04,a2eaaca17df6c35c2ef6bba141789b66c10e3e63-dirty,20250929_204236,,3,1.8712635623438292,1.4889654754958714,0.09176911380302605,0.09099466835025982
minimal_4d_lv_test_GN=8_domain_size_param=0.1_max_time=45.0_20250929_204236,,,5,5.075921300548223,0.05,a2eaaca17df6c35c2ef6bba141789b66c10e3e63-dirty,20250929_204236,,3,1.8775602877120485,1.5038528663926718,0.08158819644196462,0.09520726076636145
minimal_4d_lv_test_GN=8_domain_size_param=0.1_max_time=45.0_20250929_204236,,,5,5.032228933933395,0.05,a2eaaca17df6c35c2ef6bba141789b66c10e3e63-dirty,20250929_204236,,3,1.873478555170387,1.4979493870032543,0.09438835629947129,0.0929469108608185
minimal_4d_lv_test_GN=8_domain_size_param=0.1_max_time=45.0_20250929_204236,,,5,4.909635217165998,0.05,a2eaaca17df6c35c2ef6bba141789b66c10e3e63-dirty,20250929_204236,,3,1.8892816371920584,1.4800915873997327,0.10854224601912628,0.09469432316788069
minimal_4d_lv_test_GN=8_domain_size_param=0.1_max_time=45.0_20250929_211037,,,4,4.898371682723246,0.04,43cd2a0bbdad9cf3b23962838b6cf9284b6c96a8-dirty,20250929_211037,,3,1.8670046804642064,1.4775447697344934,0.09156729683464618,0.08671446543485899
minimal_4d_lv_test_GN=8_domain_size_param=0.1_max_time=45.0_20250929_211037,,,4,5.034407442652591,0.04,43cd2a0bbdad9cf3b23962838b6cf9284b6c96a8-dirty,20250929_211037,,3,1.858074177614826,1.4987573354810684,0.10934226213173029,0.0852544168617754
minimal_4d_lv_test_GN=8_domain_size_param=0.1_max_time=45.0_20250929_211037,,,4,5.044100456319226,0.04,43cd2a0bbdad9cf3b23962838b6cf9284b6c96a8-dirty,20250929_211037,,3,1.8817349273167272,1.5000002590454131,0.10110063521161708,0.09203597275021816
minimal_4d_lv_test_GN=8_domain_size_param=0.1_max_time=45.0_20250929_211037,,,5,4.9780123778299465,0.05,43cd2a0bbdad9cf3b23962838b6cf9284b6c96a8-dirty,20250929_211037,,3,1.8894285628186247,1.4898515621039272,0.09406558245087276,0.10929034965037497
minimal_4d_lv_test_GN=8_domain_size_param=0.1_max_time=45.0_20250929_211037,,,5,4.987352545699629,0.05,43cd2a0bbdad9cf3b23962838b6cf9284b6c96a8-dirty,20250929_211037,,3,1.8703961518110612,1.4918413234832086,0.10314355848053318,0.12134629857272466
minimal_4d_lv_test_GN=8_domain_size_param=0.1_max_time=45.0_20250929_211037,,,5,5.149337466944006,0.05,43cd2a0bbdad9cf3b23962838b6cf9284b6c96a8-dirty,20250929_211037,,3,1.864338171963466,1.5152682268549869,0.09505953825188931,0.10179998407186272
